epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.23454,2.83376,5.10506,1.96991,0.00086,0.075,0.0005,0.00023,3.14014,4.61085,2.03615,0.00010002,0.00010002,0.00010002
2,16.4773,1.77521,4.0806,1.4327,0.00389,0.5,0.37061,0.19394,1.23191,3.50141,1.14944,0.000213849,0.000213849,0.000213849
3,23.6845,1.22838,2.41645,1.17867,0.0022,0.5,0.43826,0.29959,1.09488,3.41403,1.13795,0.000324598,0.000324598,0.000324598
4,30.7425,1.2034,1.92732,1.1569,0.00216,0.5,0.37598,0.21964,1.18549,3.38438,1.17684,0.000432266,0.000432266,0.000432266
5,37.9789,1.08819,1.79072,1.13394,0.00325,0.575,0.36602,0.23089,1.00869,3.38172,1.119,0.000536854,0.000536854,0.000536854
6,45.6093,1.19756,1.74627,1.16648,0.00425,0.65,0.43741,0.27998,1.06869,3.24179,1.20715,0.000638361,0.000638361,0.000638361
7,53.7524,1.05188,1.75669,1.11763,1,0.25415,0.39305,0.24726,1.13046,3.22027,1.29974,0.000736787,0.000736787,0.000736787
8,62.412,1.10303,1.58609,1.13794,1,0.25257,0.41755,0.25529,1.11135,3.07426,1.22508,0.000832133,0.000832133,0.000832133
9,71.1707,1.07803,1.51917,1.11671,0.90967,0.45369,0.4568,0.31276,1.04145,2.6836,1.24742,0.000924398,0.000924398,0.000924398
10,80.5264,1.02971,1.52694,1.10495,1,0.49971,0.4975,0.31109,1.18289,2.74993,1.2933,0.00101358,0.00101358,0.00101358
11,89.529,1.03032,1.49112,1.08439,0.97366,0.44964,0.50175,0.34336,1.10785,2.66763,1.29509,0.00109969,0.00109969,0.00109969
12,98.7748,1.02953,1.34811,1.0994,0.90215,0.475,0.9367,0.63835,1.10398,2.26447,1.34199,0.00118271,0.00118271,0.00118271
13,108.704,1.01311,1.40167,1.10693,0.95421,0.49618,0.98023,0.67357,1.09263,2.1752,1.28893,0.00126265,0.00126265,0.00126265
14,118.471,1.05827,1.34641,1.12984,0.99425,0.5,0.995,0.71297,1.01985,2.06374,1.19912,0.00133951,0.00133951,0.00133951
15,128.382,1.04112,1.25035,1.08374,0.97539,0.475,0.99381,0.68779,1.05336,2.00526,1.23501,0.00135894,0.00135894,0.00135894
