epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,59.6789,2.07587,5.54978,1.68973,0.80533,0.275,0.55842,0.24657,2.0277,8.03543,1.56481,0.00010002,0.00010002,0.00010002
2,117.814,1.24409,2.12318,1.14337,0.57731,0.98942,0.78225,0.44585,1.33349,6.61973,1.40465,0.000212419,0.000212419,0.000212419
3,177.33,1.18405,1.46132,1.12681,0.58392,0.95467,0.94527,0.58637,1.12675,3.88502,1.31786,0.000320197,0.000320197,0.000320197
4,234.62,1.09059,1.22381,1.08601,0.54949,0.87815,0.95112,0.60277,1.21678,3.55435,1.31917,0.000423355,0.000423355,0.000423355
5,291.188,1.11251,1.02826,1.12433,0.93737,0.4,0.92647,0.5974,1.24031,4.03085,1.31697,0.000521891,0.000521891,0.000521891
6,347.821,1.13353,1.02469,1.10315,0.58728,0.9959,0.96363,0.58393,1.3699,3.08042,1.40926,0.000615806,0.000615806,0.000615806
7,405.262,1.10138,0.91013,1.13078,0.54895,1,0.8347,0.53747,1.30211,2.70767,1.3685,0.000705101,0.000705101,0.000705101
8,463.729,1.11589,0.81302,1.09612,0.64987,0.97842,0.85681,0.52918,1.24731,1.78901,1.37012,0.000789775,0.000789775,0.000789775
9,521.243,1.16797,0.82595,1.11776,0.59193,0.98523,0.91991,0.51731,1.44541,1.7933,1.45396,0.000869827,0.000869827,0.000869827
10,577.875,1.1101,0.74908,1.09143,0.59165,0.85,0.83924,0.54772,1.2522,1.67502,1.5056,0.000945259,0.000945259,0.000945259
11,634.381,1.12105,0.7659,1.14008,0.58281,0.96738,0.74973,0.39631,1.42702,1.23503,1.57793,0.00101607,0.00101607,0.00101607
12,690.833,1.10474,0.74888,1.10598,0.72977,0.925,0.85228,0.54642,1.16999,1.0476,1.32047,0.00108226,0.00108226,0.00108226
13,748.93,1.11487,0.69051,1.11175,0.67284,0.94317,0.83153,0.51695,1.10747,1.0343,1.31774,0.00114383,0.00114383,0.00114383
14,806.577,1.1243,0.69816,1.13874,0.87336,0.93765,0.94976,0.60653,1.25527,0.87863,1.37842,0.00120078,0.00120078,0.00120078
15,864.525,1.05094,0.67011,1.08196,0.73313,0.93414,0.96206,0.6043,1.16898,1.38348,1.35071,0.00120491,0.00120491,0.00120491
16,921.356,1.08395,0.67675,1.0994,0.87239,0.91301,0.99,0.61254,1.23143,1.14552,1.31972,0.0011719,0.0011719,0.0011719
17,977.752,1.11079,0.67363,1.09555,0.76699,0.9369,0.99273,0.64144,1.18032,1.24727,1.3027,0.00113889,0.00113889,0.00113889
18,1034.91,1.06615,0.63495,1.11199,0.95975,1,0.98786,0.65434,1.1444,1.19262,1.37582,0.00110589,0.00110589,0.00110589
19,1092.38,1.03891,0.61445,1.07909,0.94295,1,0.99023,0.70168,1.05341,0.74718,1.27559,0.00107288,0.00107288,0.00107288
20,1149.06,1.03372,0.59323,1.08441,0.94453,1,0.97952,0.66589,1.20499,0.82391,1.28516,0.00103987,0.00103987,0.00103987
21,1206.54,1.0111,0.60529,1.04685,0.96613,1,0.97952,0.64734,1.21679,0.72915,1.31235,0.00100687,0.00100687,0.00100687
22,1264.06,0.98724,0.56095,1.04222,0.98011,1,0.995,0.70243,1.12456,0.67811,1.32755,0.000973861,0.000973861,0.000973861
23,1321.53,0.95961,0.55617,1.06529,0.99611,0.99027,0.995,0.69266,1.04974,0.75461,1.27786,0.000940855,0.000940855,0.000940855
24,1378.98,0.95479,0.55162,1.04465,0.99522,0.99177,0.995,0.67046,1.0788,0.74461,1.2931,0.000907848,0.000907848,0.000907848
25,1437.97,0.95258,0.54409,1.04587,0.99348,1,0.995,0.67585,1.09875,0.7295,1.34311,0.000874842,0.000874842,0.000874842
26,1496.42,1.02267,0.55329,1.06114,0.98474,1,0.995,0.6896,1.07925,0.68038,1.28775,0.000841835,0.000841835,0.000841835
27,1555.78,0.99877,0.54512,1.03082,0.98067,1,0.995,0.70057,1.06467,0.69292,1.30329,0.000808828,0.000808828,0.000808828
28,1612.41,0.9541,0.53024,1.02488,0.9897,1,0.995,0.70151,1.04136,0.65873,1.21715,0.000775822,0.000775822,0.000775822
29,1668.41,0.90164,0.5037,1.00913,0.99363,1,0.995,0.70605,1.04653,0.61144,1.22237,0.000742815,0.000742815,0.000742815
30,1724.34,0.92168,0.50573,1.01204,0.99464,1,0.995,0.68131,1.09899,0.58407,1.2642,0.000709809,0.000709809,0.000709809
31,1780.87,0.90778,0.49474,0.99802,0.99437,1,0.995,0.7376,0.98007,0.53459,1.16163,0.000676802,0.000676802,0.000676802
32,1836.73,0.87666,0.51837,0.99249,0.99575,1,0.995,0.75458,0.95358,0.49707,1.17905,0.000643795,0.000643795,0.000643795
33,1895.31,0.88737,0.48666,1.01711,0.99585,1,0.995,0.77955,0.90436,0.47918,1.13742,0.000610789,0.000610789,0.000610789
34,1952.61,0.89487,0.49127,0.98316,0.99576,1,0.995,0.7548,0.93636,0.4888,1.15029,0.000577782,0.000577782,0.000577782
35,2009.06,0.8483,0.46625,0.98987,0.99543,1,0.995,0.73009,0.95043,0.48064,1.18632,0.000544776,0.000544776,0.000544776
36,2065.79,0.9262,0.50366,1.01713,0.99504,1,0.995,0.76342,0.86092,0.45118,1.11945,0.000511769,0.000511769,0.000511769
37,2122.57,0.89308,0.48197,0.97848,0.99491,1,0.995,0.7657,0.85595,0.44845,1.12634,0.000478762,0.000478762,0.000478762
38,2179.78,0.90308,0.49605,0.99691,0.99656,1,0.995,0.72854,0.92362,0.46104,1.14968,0.000445756,0.000445756,0.000445756
39,2236.15,0.8566,0.47126,0.99969,0.99705,1,0.995,0.7349,0.94433,0.47362,1.1663,0.000412749,0.000412749,0.000412749
40,2292.67,0.80694,0.45777,0.9776,0.99694,1,0.995,0.75124,0.88275,0.44923,1.11359,0.000379743,0.000379743,0.000379743
41,2350.53,0.91243,0.51432,1.01914,0.99671,1,0.995,0.76022,0.89468,0.44238,1.11084,0.000346736,0.000346736,0.000346736
42,2407.12,0.88055,0.47901,0.98935,0.99516,1,0.995,0.72179,0.94024,0.46502,1.1262,0.000313729,0.000313729,0.000313729
