epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.9905,1.62577,3.64307,1.52186,0.09352,0.54333,0.13427,0.10766,0.83991,3.75048,0.85159,8.671e-05,8.671e-05,8.671e-05
2,72.3439,1.20196,2.36688,1.27131,0.26469,0.55869,0.18311,0.15365,0.63891,3.57513,0.80449,0.000179199,0.000179199,0.000179199
3,104.81,1.07164,1.86885,1.17185,0.2262,0.79455,0.39425,0.30924,0.85664,3.50925,0.82818,0.000270763,0.000270763,0.000270763
4,142.01,1.10411,1.66783,1.20361,0.48583,0.66621,0.56351,0.46695,0.69586,2.46131,0.81533,0.000361402,0.000361402,0.000361402
5,177.588,0.99911,1.43996,1.13854,0.41608,0.67111,0.56457,0.47463,0.64838,2.38656,0.8103,0.000451117,0.000451117,0.000451117
6,213.407,1.07795,1.41869,1.2006,0.33006,0.5775,0.46682,0.37615,0.75505,2.8196,0.82794,0.000539908,0.000539908,0.000539908
7,248.354,0.99096,1.28577,1.13293,0.53635,0.68447,0.63501,0.53328,0.64536,1.69787,0.81512,0.000627774,0.000627774,0.000627774
8,283.951,0.98001,1.20523,1.15822,0.67035,0.86228,0.84767,0.71128,0.65021,0.80165,0.81224,0.000643888,0.000643888,0.000643888
9,318.602,0.94603,1.13273,1.10312,0.74326,0.8302,0.86792,0.74049,0.59282,0.75603,0.80341,0.000640587,0.000640587,0.000640587
10,357.195,0.99509,1.15741,1.14749,0.75166,0.76197,0.878,0.72196,0.69919,0.81432,0.81791,0.000637285,0.000637285,0.000637285
11,394.924,0.94607,1.03338,1.13037,0.76948,0.84334,0.88066,0.7072,0.76086,0.83837,0.82626,0.000633983,0.000633983,0.000633983
12,437.634,0.89857,0.95413,1.08667,0.82837,0.86471,0.94617,0.80189,0.61801,0.73093,0.80691,0.000630682,0.000630682,0.000630682
13,477.629,0.93844,1.00107,1.12399,0.88592,0.907,0.96339,0.79541,0.69039,0.61572,0.81875,0.00062738,0.00062738,0.00062738
14,516.059,0.9353,0.9663,1.13868,0.87275,0.90252,0.95524,0.81941,0.60016,0.63353,0.80525,0.000624079,0.000624079,0.000624079
15,553.74,0.92027,0.90938,1.11351,0.88091,0.93052,0.97309,0.82241,0.62373,0.58474,0.81118,0.000620777,0.000620777,0.000620777
16,592.307,0.92382,0.89266,1.11211,0.97421,0.98373,0.99436,0.85199,0.59267,0.41674,0.80414,0.000617475,0.000617475,0.000617475
17,632.464,0.89656,0.87507,1.08949,0.95265,0.97228,0.99406,0.84747,0.61064,0.4377,0.80505,0.000614174,0.000614174,0.000614174
18,674.102,0.86358,0.85194,1.0875,0.95371,0.97408,0.99384,0.86498,0.55431,0.40997,0.79858,0.000610872,0.000610872,0.000610872
19,714.697,0.81574,0.77563,1.05941,0.98766,0.98782,0.99477,0.85305,0.58002,0.37928,0.80253,0.00060757,0.00060757,0.00060757
20,754.361,0.83095,0.79052,1.05756,0.90548,0.95997,0.9814,0.82098,0.64252,0.44939,0.81192,0.000604269,0.000604269,0.000604269
