epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1927.05,0.46705,0.40132,0.79473,0.98904,0.99689,0.995,0.88837,0.47646,0.33578,0.78902,9.3016e-05,9.3016e-05,9.3016e-05
42,1975.31,0.46796,0.39876,0.79351,0.99118,0.99702,0.99489,0.88946,0.4727,0.33462,0.78889,9.14914e-05,9.14914e-05,9.14914e-05
43,2026.93,0.45577,0.39582,0.79144,0.99066,0.99724,0.99496,0.89136,0.46921,0.3329,0.78913,8.99668e-05,8.99668e-05,8.99668e-05
44,2074.82,0.47305,0.39196,0.78995,0.98641,0.99652,0.995,0.89103,0.46974,0.33313,0.78916,8.84422e-05,8.84422e-05,8.84422e-05
45,2124.54,0.46461,0.40087,0.78789,0.98464,0.99633,0.995,0.88962,0.47,0.33723,0.78898,8.69176e-05,8.69176e-05,8.69176e-05
46,2173.14,0.45061,0.38975,0.79172,0.98747,0.99581,0.995,0.89194,0.46802,0.33768,0.78888,8.5393e-05,8.5393e-05,8.5393e-05
47,2216.63,0.45238,0.38243,0.79624,0.99137,0.99766,0.995,0.89148,0.46759,0.32799,0.78875,8.38684e-05,8.38684e-05,8.38684e-05
48,2266.42,0.44376,0.36888,0.79152,0.99279,0.99788,0.995,0.89134,0.46826,0.31635,0.78877,8.23438e-05,8.23438e-05,8.23438e-05
49,2311.04,0.43237,0.35653,0.79138,0.99295,0.99719,0.995,0.89102,0.46784,0.31633,0.7886,8.08192e-05,8.08192e-05,8.08192e-05
50,2361.18,0.43619,0.35947,0.79499,0.99231,0.99737,0.995,0.8895,0.4686,0.32262,0.7888,7.92946e-05,7.92946e-05,7.92946e-05
51,2408.35,0.44406,0.36882,0.79362,0.99224,0.99889,0.995,0.8931,0.46602,0.3202,0.78858,7.777e-05,7.777e-05,7.777e-05
52,2458.09,0.43348,0.35158,0.79079,0.9942,0.99826,0.995,0.89625,0.46348,0.31557,0.78879,7.62454e-05,7.62454e-05,7.62454e-05
53,2503.85,0.44566,0.36489,0.7895,0.99472,0.99788,0.995,0.89551,0.46486,0.31604,0.78916,7.47208e-05,7.47208e-05,7.47208e-05
54,2550.92,0.43676,0.35264,0.79133,0.99448,0.99842,0.995,0.89452,0.46642,0.3132,0.78952,7.31962e-05,7.31962e-05,7.31962e-05
55,2597.52,0.45329,0.34491,0.79521,0.99405,0.99921,0.995,0.89271,0.46604,0.30963,0.78894,7.16716e-05,7.16716e-05,7.16716e-05
56,2645.03,0.44714,0.34452,0.79345,0.99402,0.99971,0.995,0.89219,0.46463,0.30479,0.7888,7.0147e-05,7.0147e-05,7.0147e-05
57,2689.95,0.44595,0.34791,0.7967,0.99405,0.99789,0.995,0.89339,0.46587,0.30288,0.78909,6.86224e-05,6.86224e-05,6.86224e-05
58,2736.19,0.44397,0.33825,0.79229,0.99292,0.99528,0.995,0.89418,0.46411,0.29897,0.78871,6.70978e-05,6.70978e-05,6.70978e-05
59,2786.58,0.44307,0.3364,0.79286,0.9905,0.99713,0.995,0.89372,0.46688,0.30284,0.78824,6.55732e-05,6.55732e-05,6.55732e-05
60,2834.33,0.44521,0.33067,0.79137,0.99346,0.99852,0.995,0.89244,0.46524,0.30462,0.78787,6.40486e-05,6.40486e-05,6.40486e-05
61,2882.54,0.44086,0.3358,0.79205,0.99394,0.9995,0.995,0.89147,0.46513,0.30143,0.7881,6.2524e-05,6.2524e-05,6.2524e-05
62,2929.54,0.4598,0.34583,0.79593,0.99423,0.99988,0.995,0.89393,0.46846,0.29474,0.78855,6.09994e-05,6.09994e-05,6.09994e-05
63,2980.28,0.44273,0.33194,0.78897,0.99398,0.99847,0.995,0.89442,0.46059,0.28902,0.78818,5.94748e-05,5.94748e-05,5.94748e-05
64,3036.36,0.44005,0.32666,0.79649,0.99349,0.99706,0.995,0.8937,0.46091,0.28932,0.78794,5.79502e-05,5.79502e-05,5.79502e-05
65,3084.9,0.42756,0.31929,0.78954,0.9935,0.99677,0.995,0.89549,0.45963,0.29056,0.78775,5.64256e-05,5.64256e-05,5.64256e-05
66,3132.42,0.43433,0.32577,0.78725,0.99403,0.99774,0.995,0.89525,0.46236,0.28972,0.78777,5.4901e-05,5.4901e-05,5.4901e-05
67,3191.17,0.43921,0.32884,0.78877,0.99451,0.99914,0.995,0.89485,0.45972,0.28654,0.78741,5.33764e-05,5.33764e-05,5.33764e-05
68,3240.65,0.43669,0.32226,0.79105,0.99452,0.99902,0.995,0.89428,0.4588,0.28751,0.7873,5.18518e-05,5.18518e-05,5.18518e-05
69,3286.39,0.43979,0.32528,0.7914,0.99436,0.99786,0.995,0.89402,0.45992,0.28911,0.78738,5.03272e-05,5.03272e-05,5.03272e-05
70,3332.78,0.43761,0.32459,0.79247,0.99383,0.99724,0.995,0.89615,0.4572,0.28978,0.78734,4.88026e-05,4.88026e-05,4.88026e-05
71,3380.15,0.44423,0.3234,0.79521,0.99375,0.99863,0.995,0.89634,0.45807,0.28761,0.78707,4.7278e-05,4.7278e-05,4.7278e-05
72,3427.01,0.44282,0.33144,0.78936,0.99442,0.99874,0.995,0.89705,0.45878,0.285,0.78673,4.57534e-05,4.57534e-05,4.57534e-05
73,3474.73,0.44202,0.32456,0.79169,0.99467,0.9989,0.995,0.89608,0.45819,0.28365,0.78658,4.42288e-05,4.42288e-05,4.42288e-05
74,3523.07,0.43549,0.31827,0.79198,0.99536,0.9988,0.995,0.89761,0.45757,0.28321,0.7866,4.27042e-05,4.27042e-05,4.27042e-05
75,3567.77,0.42991,0.31996,0.78553,0.99518,0.99805,0.995,0.8958,0.458,0.28477,0.78674,4.11796e-05,4.11796e-05,4.11796e-05
76,3618.46,0.43222,0.32107,0.78759,0.9951,0.99813,0.995,0.89662,0.46066,0.28535,0.787,3.9655e-05,3.9655e-05,3.9655e-05
77,3682.45,0.42341,0.31097,0.79553,0.99517,0.99858,0.995,0.89624,0.45878,0.28432,0.78702,3.81304e-05,3.81304e-05,3.81304e-05
78,3729.19,0.44251,0.32581,0.78726,0.99359,0.99948,0.995,0.89649,0.45986,0.28215,0.78693,3.66058e-05,3.66058e-05,3.66058e-05
79,3775.59,0.43448,0.31584,0.78834,0.99289,0.9954,0.995,0.89561,0.4597,0.28059,0.78697,3.50812e-05,3.50812e-05,3.50812e-05
80,3829.64,0.41716,0.31004,0.78302,0.99117,0.99522,0.995,0.89687,0.45794,0.27612,0.78704,3.35566e-05,3.35566e-05,3.35566e-05
81,3874.61,0.43936,0.31245,0.79334,0.99173,0.99623,0.995,0.89658,0.45709,0.27394,0.78696,3.2032e-05,3.2032e-05,3.2032e-05
82,3925.27,0.42498,0.30678,0.7917,0.99254,0.99873,0.995,0.89718,0.45618,0.27271,0.78697,3.05074e-05,3.05074e-05,3.05074e-05
83,3975.39,0.42747,0.31059,0.78826,0.99327,0.99837,0.995,0.89723,0.45572,0.27343,0.78688,2.89828e-05,2.89828e-05,2.89828e-05
84,4026.02,0.42353,0.30769,0.7923,0.99317,0.99816,0.995,0.89697,0.45473,0.27623,0.78701,2.74582e-05,2.74582e-05,2.74582e-05
85,4069.19,0.42694,0.30368,0.79388,0.9928,0.99855,0.995,0.89738,0.4549,0.27604,0.78702,2.59336e-05,2.59336e-05,2.59336e-05
86,4118.68,0.4284,0.30371,0.79176,0.99302,0.99854,0.995,0.89851,0.45562,0.27597,0.78711,2.4409e-05,2.4409e-05,2.4409e-05
87,4172.46,0.42186,0.30033,0.78971,0.99324,0.99886,0.995,0.89901,0.45718,0.27198,0.78694,2.28844e-05,2.28844e-05,2.28844e-05
88,4221.23,0.42552,0.30462,0.78879,0.99366,0.99931,0.995,0.89751,0.457,0.2708,0.7869,2.13598e-05,2.13598e-05,2.13598e-05
89,4269.49,0.42685,0.3038,0.78864,0.99393,0.99912,0.995,0.89821,0.45639,0.27131,0.78695,1.98352e-05,1.98352e-05,1.98352e-05
90,4312.83,0.42429,0.30204,0.78663,0.9943,0.9985,0.995,0.89829,0.45481,0.27116,0.78695,1.83106e-05,1.83106e-05,1.83106e-05
91,4377.14,0.4276,0.31345,0.7965,0.99403,0.99936,0.995,0.89875,0.45566,0.26948,0.78657,1.6786e-05,1.6786e-05,1.6786e-05
92,4412.67,0.42732,0.30609,0.78889,0.99378,0.99898,0.995,0.8958,0.45847,0.27215,0.78629,1.52614e-05,1.52614e-05,1.52614e-05
93,4451.86,0.42695,0.31623,0.78459,0.99389,0.99881,0.995,0.89603,0.4596,0.27459,0.78623,1.37368e-05,1.37368e-05,1.37368e-05
94,4493.54,0.4203,0.29779,0.78881,0.99369,0.99872,0.995,0.89604,0.46043,0.27901,0.78605,1.22122e-05,1.22122e-05,1.22122e-05
95,4532.97,0.42196,0.31399,0.79164,0.99346,0.99876,0.995,0.89513,0.45951,0.28108,0.78584,1.06876e-05,1.06876e-05,1.06876e-05
96,4566.26,0.42316,0.30575,0.79249,0.99351,0.9987,0.995,0.89468,0.45849,0.27824,0.7857,9.163e-06,9.163e-06,9.163e-06
97,4599.64,0.42062,0.30244,0.78418,0.99355,0.99882,0.995,0.89421,0.45829,0.27656,0.7857,7.6384e-06,7.6384e-06,7.6384e-06
98,4643,0.4255,0.30861,0.78887,0.99376,0.9986,0.995,0.89303,0.4581,0.27492,0.78569,6.1138e-06,6.1138e-06,6.1138e-06
99,4683.22,0.42446,0.30198,0.79504,0.99406,0.99833,0.995,0.8932,0.45817,0.27349,0.78573,4.5892e-06,4.5892e-06,4.5892e-06
100,4717.91,0.4179,0.29289,0.79244,0.99419,0.99825,0.995,0.89319,0.45837,0.27262,0.78562,3.0646e-06,3.0646e-06,3.0646e-06
