epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,22.7792,1.62189,4.3304,1.51208,0.03734,0.21687,0.04648,0.03728,0.81686,3.39318,0.85341,5.421e-05,5.421e-05,5.421e-05
2,58.8096,1.38335,2.98399,1.37985,0.22202,0.20527,0.09344,0.07749,0.70561,2.76749,0.82011,0.000112033,0.000112033,0.000112033
3,88.1715,1.15935,2.32298,1.2418,0.10342,0.28311,0.111,0.09161,0.68876,3.65176,0.81187,0.000169277,0.000169277,0.000169277
4,125.82,1.03403,1.99885,1.17363,0.31314,0.30932,0.18994,0.15798,0.68063,2.69237,0.81821,0.000225944,0.000225944,0.000225944
5,166.707,0.97445,1.76119,1.14101,0.2645,0.37503,0.25302,0.21177,0.64694,2.34217,0.81142,0.000282033,0.000282033,0.000282033
6,221.384,0.98707,1.60709,1.12248,0.38926,0.42786,0.33918,0.28148,0.67788,2.37055,0.81561,0.000337544,0.000337544,0.000337544
7,253.409,0.93502,1.46297,1.12806,0.52191,0.45557,0.42602,0.35561,0.65895,1.76644,0.81379,0.000392477,0.000392477,0.000392477
8,301.581,0.96186,1.40837,1.14191,0.40174,0.56385,0.51557,0.43881,0.58781,1.18727,0.80466,0.000402551,0.000402551,0.000402551
9,353.983,0.93997,1.34168,1.11772,0.44636,0.59168,0.56174,0.4803,0.56165,1.03805,0.79851,0.000400487,0.000400487,0.000400487
10,398.469,0.93258,1.2831,1.13459,0.57417,0.61242,0.61151,0.52182,0.57463,1.02059,0.79932,0.000398423,0.000398423,0.000398423
11,449.465,0.89478,1.19354,1.09099,0.72026,0.55303,0.61113,0.51408,0.61174,0.99033,0.80438,0.000396358,0.000396358,0.000396358
12,514.187,0.84434,1.09408,1.08195,0.52103,0.69263,0.68424,0.57629,0.58517,0.78731,0.80202,0.000394294,0.000394294,0.000394294
13,575.451,0.88407,1.11471,1.10065,0.6678,0.74047,0.73009,0.6108,0.5853,0.66129,0.79951,0.00039223,0.00039223,0.00039223
14,626.722,0.89487,1.06953,1.07554,0.73287,0.75402,0.74742,0.62747,0.58008,0.68694,0.79937,0.000390166,0.000390166,0.000390166
15,675.478,0.89353,1.04349,1.11662,0.68349,0.83583,0.75789,0.63263,0.59366,0.68114,0.80291,0.000388102,0.000388102,0.000388102
16,743.471,0.85056,0.97294,1.08247,0.66045,0.81651,0.7401,0.61813,0.5737,0.69519,0.79975,0.000386038,0.000386038,0.000386038
17,807.643,0.82998,0.94881,1.08038,0.69567,0.81345,0.78947,0.65685,0.59095,0.54285,0.80169,0.000383974,0.000383974,0.000383974
18,852.183,0.88726,1.0055,1.10945,0.69536,0.82665,0.787,0.66997,0.5409,0.55159,0.79541,0.000381909,0.000381909,0.000381909
19,895.523,0.80915,0.91411,1.067,0.68621,0.83768,0.78752,0.66924,0.54918,0.54712,0.79665,0.000379845,0.000379845,0.000379845
20,943.563,0.83094,0.88624,1.07254,0.70902,0.85858,0.78699,0.66572,0.56539,0.52455,0.79776,0.000377781,0.000377781,0.000377781
21,1015.35,0.80801,0.85714,1.05567,0.73572,0.82178,0.79781,0.68636,0.53078,0.47918,0.79325,0.000375717,0.000375717,0.000375717
22,1095.64,0.81261,0.86065,1.06421,0.77675,0.82297,0.81832,0.6836,0.60409,0.4964,0.80209,0.000373653,0.000373653,0.000373653
23,1153.95,0.79659,0.86894,1.05339,0.72782,0.81135,0.8235,0.69808,0.55682,0.51836,0.79675,0.000371589,0.000371589,0.000371589
