epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.7688,1.60998,4.40901,1.49221,0.02956,0.19761,0.03369,0.02753,0.85808,3.45361,0.8595,5.2e-05,5.2e-05,5.2e-05
2,39.064,1.35314,2.99442,1.34125,0.05617,0.28298,0.06583,0.05362,0.85108,3.07141,0.84508,0.000107465,0.000107465,0.000107465
3,58.3138,1.14035,2.36236,1.18429,0.17854,0.21858,0.10645,0.08887,0.74378,3.34088,0.82774,0.000162376,0.000162376,0.000162376
4,78.8206,1.03104,2.10477,1.14183,0.25514,0.30634,0.16645,0.13604,0.83578,2.6409,0.83962,0.000216733,0.000216733,0.000216733
5,100.395,0.93844,1.87657,1.10503,0.21153,0.35241,0.19802,0.16579,0.74974,2.41317,0.83124,0.000270535,0.000270535,0.000270535
6,123.169,0.97096,1.77296,1.10668,0.3849,0.42639,0.34178,0.28338,0.78507,1.90227,0.83869,0.000323783,0.000323783,0.000323783
7,145.973,0.97958,1.66054,1.12711,0.32399,0.51256,0.33487,0.27649,0.76631,2.24797,0.83605,0.000376476,0.000376476,0.000376476
8,169.779,0.98359,1.57191,1.13258,0.36229,0.51099,0.3742,0.3163,0.69197,1.93222,0.82766,0.00038614,0.00038614,0.00038614
9,193.794,0.99128,1.47185,1.12507,0.51016,0.48577,0.45992,0.39299,0.64507,1.40402,0.82122,0.00038416,0.00038416,0.00038416
10,219.595,0.97147,1.37586,1.12157,0.37957,0.48554,0.35261,0.30029,0.63901,1.84809,0.82378,0.00038218,0.00038218,0.00038218
11,243.914,0.91628,1.31512,1.08699,0.43386,0.60655,0.48271,0.40569,0.66129,1.28758,0.82555,0.0003802,0.0003802,0.0003802
12,268.183,0.89522,1.21447,1.08632,0.55628,0.6401,0.6245,0.51984,0.69359,1.05372,0.82784,0.00037822,0.00037822,0.00037822
13,292.969,0.91134,1.20053,1.09154,0.57602,0.64654,0.63825,0.52807,0.69893,0.913,0.82808,0.00037624,0.00037624,0.00037624
14,317.225,0.91669,1.1695,1.06898,0.57365,0.58234,0.60897,0.50775,0.66786,0.9907,0.82341,0.00037426,0.00037426,0.00037426
15,342.54,0.90126,1.10818,1.10409,0.6,0.66222,0.65411,0.54646,0.66434,0.81226,0.82293,0.00037228,0.00037228,0.00037228
16,370.097,0.87061,1.05102,1.06764,0.61049,0.6786,0.65167,0.54439,0.69068,0.87134,0.82626,0.0003703,0.0003703,0.0003703
17,395.93,0.84671,1.00945,1.07077,0.61971,0.73588,0.70123,0.59047,0.67256,0.70823,0.82624,0.00036832,0.00036832,0.00036832
18,422.188,0.91148,1.07899,1.10022,0.60942,0.70231,0.68439,0.58426,0.62201,0.78311,0.81757,0.00036634,0.00036634,0.00036634
19,446.672,0.84663,0.97511,1.05788,0.64888,0.70662,0.71366,0.61099,0.61061,0.66174,0.81722,0.00036436,0.00036436,0.00036436
20,473.772,0.83494,0.92244,1.06943,0.70807,0.75166,0.72788,0.62062,0.63185,0.5994,0.81764,0.00036238,0.00036238,0.00036238
21,500.966,0.83097,0.9437,1.0526,0.71514,0.78756,0.74672,0.64008,0.60175,0.52962,0.81711,0.0003604,0.0003604,0.0003604
22,526.997,0.83488,0.90069,1.05399,0.75993,0.78728,0.76295,0.64759,0.63138,0.51563,0.82046,0.00035842,0.00035842,0.00035842
23,553.712,0.84212,0.94842,1.06627,0.78128,0.79769,0.77212,0.65456,0.62988,0.51471,0.81987,0.00035644,0.00035644,0.00035644
24,580.032,0.84796,0.9194,1.05483,0.75624,0.80495,0.77828,0.65377,0.65415,0.5215,0.82332,0.00035446,0.00035446,0.00035446
25,607.427,0.81619,0.86513,1.03427,0.73074,0.79926,0.7639,0.64297,0.66151,0.54423,0.82251,0.00035248,0.00035248,0.00035248
26,634.112,0.82236,0.87328,1.04942,0.74363,0.75471,0.77288,0.65587,0.62935,0.56364,0.81734,0.0003505,0.0003505,0.0003505
27,661.326,0.79306,0.826,1.02412,0.77618,0.74321,0.78478,0.65668,0.66385,0.53515,0.8218,0.00034852,0.00034852,0.00034852
28,687.392,0.82827,0.84968,1.05929,0.73967,0.81875,0.79795,0.65931,0.67546,0.48828,0.82403,0.00034654,0.00034654,0.00034654
